"","Rating","Text","Movie","ID","CriticScore","Delta"
"1211",4,"  Children of the 80s, geeks and gamers and those who love pop culture will love it. A special effects hyperdrive but with a sad narrative for the future of humanity.","Ready Player One",1211,3.5,-0.5
"1212",3.5,"  It was kinda fun... nice being able to recognise the iconic references. Not a fan of the casting... or even how their avatar looks...","Ready Player One",1212,3.5,0
"1213",5,"  It was what Pixel tried to be ...","Ready Player One",1213,3.5,-1.5
"1214",3,"  ""I feel thin, sort of stretched, like butter scraped over too much bread."" Those words come courtesy of Bilbo (Ian Holm) in The Lord of the Rings: The Fellowship of the Ring. But they also illustrate perfectly why Ready Player One, while fun in parts and an overall success, doesn't quite capture the magic of its director's past blockbusters.That director is Stephen Spielberg, an ideal choice to spearhead a film celebrating every dimension and detail of late-twentieth-century pop culture. Jaws, Raiders of the Lost Ark, E.T., Back to the Future, Jurassic Park-these are just a few of the properties he has brought to the big screen. If each of them could look in from the past to see this newest creation, what would they say? One thing is undeniable: Ready Player One, whether the movie or Ernest Cline's bestselling novel on which it is based, stands as one of the most original entertainment entities of the new millennium. Its story occurs in the year 2045, with society having taken a less-than-utopian turn. Consequently, nearly everyone spends their time plugged into a virtual world known as the OASIS. Money, friends, fame, love-anything worth experiencing happens in there. Reality is for losers.Especially considering that the game's original designer, James Halliday (a brilliant Mark Rylance), planted a special egg deep within its digital walls. The first 'player' to find the egg gets half a trillion dollars and total control of the OASIS (which, essentially, amounts to world domination). The catch? The path to the egg consists exclusively of contests, quizzes and other tricky breadcrumbs based on Halliday's love for 80's movies, music and video games. Know the founder and you'll find the finish line.This is exactly what teenager Wade Watts (Tye Sheridan) intends to do. Thanks to his obsessive knowledge of Halliday, he (and thus, his OASIS avatar Parzival) have a great chance to succeed. He's also got a best friend (Aech), a new girl (Art3mis) and an arch nemesis (Nolan Sorrento, head of IOI, the sinister real-world corporation that also wants control of the OASIS).This is the short version, and still a lot to unpack. I don't want to be 'that guy,' but I did read the book before I saw the movie. For anyone else in the same boat, it should be noted that the movie departs from its source material on several fronts.Many adjustments are necessary and simply based on the medium. An early scene from the book involving a video game competition becomes a massive, exhilarating car race in the movie. The latter, of course, is much more suited to a visual experience, and the production's willingness to adapt should be applauded. Nor are the changes pure sacrilege, as Cline co-wrote the script. Each alteration echoes the author.But it also takes us back to Bilbo. For it's not just that a novel contains so much more information than a movie; it's that this particular novel is all about the information, the details. Ready Player One has characters, and a story, but cares more than anything about minutiae-the tidbits of cultural knowledge that only geeks and fanboys would know.The movie's intentions to highlight this are valiant, but misguided. Yes, we see the Iron Giant battle Mechagodzilla; we feel the eeriness of the Overlook Hotel; we hear the retro beats of Jump and We're Not Gonna Take It. But we don't fully experience any of them. There are just too many. The movie spends all its time simply reaching these coveted niches, there's none left to actually enjoy the visit.That doesn't mean, of course, that the journey can't be fun. For starters, Ready Player One might feature the most impressive use of CGI since Avatar. This is a movie that literally could not have been made twenty years ago. The story itself is well-paced, with likeable characters speeding through a fresh world of surprise and discovery.If you view the film as a series of nostalgic moments-Ferris Bueller's Day Off, Atari, The Millennium Falcon-it's hard to be disappointed. But if you're looking for those moments to add up to something-to become more than the sum of vintage parts-then you may have to resort to reading.There's a scene near the end of the film between two characters in a bedroom. It's simple, quiet; it breathes, it takes its time. Through the silence, and a touch of wonder, it leads us to emotion. Almost without knowing it, we feel like a kid again.I think this is the movie Spielberg really wanted to make. Sometimes the flash and bang and noise detract from the real entertainment. Here, it's the wonder of new worlds, and new friends. More than anything, that is the soul of Ready Player One.","Ready Player One",1214,3.5,0.5
"1215",5,"  Epic amazing awesome made me feel 10!again","Ready Player One",1215,3.5,-1.5
"1216",4,"  Visuals were amazingThe Plot was amazingly bad","Ready Player One",1216,3.5,-0.5
"1217",0.5,"  So this movie is based on one of the best books ever. That being said this movie is a complete abortion. It is a blackened mark on the soul of humanity. So the characters, the story and the overall concept have been morphed, twisted and mutated from the original story. The story timeline butchered 3 mins into the movie. So if I could kick Spielberg in the junk, I would. You basically destroyed the whole spirit of the original story.","Ready Player One",1217,3.5,3
"1218",1.5,"  Terrible writing, source material was not something worthwhile. Not worth paying to see.","Ready Player One",1218,3.5,2
"1219",5,"  Amazing movie. Great cast that played their parts well. Would definitely recommend.","Ready Player One",1219,3.5,-1.5
"1220",1.5,"  Thought the book was sub=par going on maybe nostalgically entertaining? That is, if you get any of the 80's stuff. Wait till you see how the movie doesn't even manage that.","Ready Player One",1220,3.5,2
"1221",4,"  A little jumbled and predictable at times. And it's definitely not book acurate (although most book adaptions aren't). The action is a little much too. Although it has its flaws, Ready Player One is endearing at its heart and definitely fun to watch.","Ready Player One",1221,3.5,-0.5
"1222",5,"  Fantastic - pure Spielberg wonderment great for all ages.","Ready Player One",1222,3.5,-1.5
"1223",4.5,"  It departs from the book a great deal, but is understandable since it is a movie, not a book. It keeps the same structure and theme, and overall, I really enjoyed it.","Ready Player One",1223,3.5,-1
"1224",0.5,"  Ready Player One force feeds you a meat loaf hodge podge of pop culture from the 1980s onward. Although the plot caught the gist of the book (collect three keys) the challenges that were chosen for the movie were underwhelming compared to those in the book. Character development is on a level with Sword Art Online i.e. There's more character development in bowl of pancake batter. Once again Hollywood fails to capture the essence of the book. Also: howmuch did Blizzard pay to have an Overwatch character in almost EVERY SCENE?","Ready Player One",1224,3.5,3
"1225",3,"  The movie was just ok, as a movie it was great but it wasn't as great as the book. They changed way to much compared to the book but in the same respect can't imagine anyone play Joust on the big screen.","Ready Player One",1225,3.5,0.5
"1226",1.5,"  Shallow movie with a shallow plot and shallow use of IP's.The actors don't know how to deliver their lines without it sounding like exposition. The CG is creepy. The use of IP's leave a lot to be desired. And most of all is that movie just wants to shove that the author is a fan of the 80's down your throat.It's a waste of potential.","Ready Player One",1226,3.5,2
"1227",2.5,"  Thoughts on Ready Player one. If you want to enjoy this movie then don't read the book. SPOILER ALERT. In the sense I spoil how closely they follow the novel.The novel was a love letter to 70s and 80s and 90s pop culture. The film was not.I was curious how many of the references and related challenges could be used due to possible copyright laws. I'm guessing none of them because almost none of the original references were used which means none of the original puzzles made it to the screen.I can understand that some things have to be cut to be crammed into a 2.5 hour flick but this was more like a complete rewrite. And the rewrites in my opinion were dumbed down echoes of the charming cleverness of the original. On a good note the graphics were great, some of the added bits were funny. Overall it felt like a gentle nod to the novel.","Ready Player One",1227,3.5,1
"1228",4.5,"  This is a really good movie and worth watching. The alternative world was well portrayed and one of the best represented fictional movies I've seen in a long time.","Ready Player One",1228,3.5,-1
"1229",5,"  Unfortunately in India the movie has released in few circles. However it's a masterpiece from the great director. Visual magic. But I would request WB to increase the theatre release in India.","Ready Player One",1229,3.5,-1.5
"1230",4.5,"  It was a very good movie didnt see that coming. I will say this will be said to be some steaven spilburgs best work","Ready Player One",1230,3.5,-1
"1231",5,"  Excellent movie very fun especially in 3D","Ready Player One",1231,3.5,-1.5
"1232",4.5,"  Before I say anything, I would just like to say that I have not read the book, though I definitely plan to sit down with it sometime soon. Perhaps my knowledge of the book, or rather lack thereof, will allow my review of the film to be unbiased based on book/movie plotlines. I greatly enjoyed this movie; it reminded me of an 80's/modern day matrix. It appealed to those of us that grew up with 80's entertainment, along with current generations who rely on games like Overwatch and Halo for their connection. The movie had a good mixing of romance, comedy, thrill, and action that was a very nice escape from cheap movies being pumped out of Hollywood thus far.One thing I felt the movie lacked was a development of certain characters/sub plots. For example, I felt like 20 more minutes of bonding between characters in the real world, contemplating the chaotic society or developing the romantic subplot of our main protagonists could have made the audience feel more connected with the heros on the big screen.All in all, I really loved the movie. I felt like it got a lot of negative backlash coming out of the door, though satisfied that the profits amassed so far speak for itself. If you haven't seen this film I would highly recommend visiting the nearest theatre and treating your yourself to a visual and emotional treat!","Ready Player One",1232,3.5,-1
"1233",4,"  I read the book first & loved it. While some of the plot & challenges are different from the book, it was well done, kept the spirit of the book, & the characters were properly done.","Ready Player One",1233,3.5,-0.5
"1234",3.5,"  Steven Spielberg's ""Ready Player One"" is a feast for the eyes and overwhelms the senses. That ends up being too much of a good thing since the film is too long and sometimes feels like just CGI crashing into your brain. Most of the film works well, though. The highlight is an extended trip through Stephen King's ""The Shining.""","Ready Player One",1234,3.5,0
"1235",5,"  It was absolutely visually amazing. Lots of 80's nostalgia, which I am a fan of. Another thing I enjoyed was, it actually made you feel like you were in an actual Virtual Reality game.","Ready Player One",1235,3.5,-1.5
"1236",4,"  A fun ride loaded with recognizable references!","Ready Player One",1236,3.5,-0.5
"1237",5,"  I absolutely loved this, packed as it is with dozens and dozens of off-handed references to pop culture trivia. It is pretty true to the book, though I did not get the same warm fuzzy feelings from the book. Would highly recommend the read, and the watch!","Ready Player One",1237,3.5,-1.5
"1238",4.5,"  One of his most fun in years!","Ready Player One",1238,3.5,-1
"1239",5,"  When was the last time you saw a movie that gave you an ear to ear smile for 2 hours and 20 minutes?Ready Player One is fun, heartfelt and provides a great journey for the viewer. The many references aren't too in your face and leave the viewer excited to spot them for themselves.A great movie for fans of pop culture and all things nerdy.","Ready Player One",1239,3.5,-1.5
"1240",5,"  One of the best syfy/virtual reality movie with the use of amazing cgi effects I have ever seen. So many references that you could probably go frame by frame and see hundreds of different video games and movies references it's outstanding. The story line and plot are well fitted for the time line it's placed. Somehow managed to fit in character development in such short time. I'm looking foward to another movie and to the year 2045","Ready Player One",1240,3.5,-1.5
"1241",5,"  Sooooooooooo good!!!!! Filled with action and 80s references, and even though it doesn't follow the book super well I still love it!!","Ready Player One",1241,3.5,-1.5
"1242",4,"  went to see it earlier today ahh gotta love it was bargain day at my theater. i really enjoyed this a lot of fun. loved easter eggs from pop culture. this made me feel like i was immersed in the virtual reality game, some parts made me chuckle. music was superb and oh the feel of a Spielberg movie the feels i tell you. i love the fact i was born in the 80's so i was an 80's and 90's kid i enjoyed using atari and super nintendo even sega. with my younger sister. of course movie references. i have never done virtual reality but i would love to try it. even the trailer music for this was awesome one of the best i have heard in years from other movies just so fit the movie. it is bit long but not that it bothered me. i am not done reading book but movie does deviate a bit so far i could see which it was supposed to and is a good thing keeping story but adding some originality. i went to see it by myself there were a few other people so like 7 in total but was weekday of course and 1st showtime of day. fun fact, though i wasn't gonna go miss half movie to go get 2 people in trouble but these two people together were vaping. like seriously i have seen people vape in wal mart first time seeing it in movie theater.i am glad to see most people have found the movie to be enjoyable. and got certified fresh that very good news.","Ready Player One",1242,3.5,-0.5
"1243",3,"  A satisfying gaming experience that brings the back to the future, and the future to the gamers.","Ready Player One",1243,3.5,0.5
"1244",1,"  I was super excited to see this movie especially because rp1 is one of my favorite books. Steven Spielberg took something great and ruined it. That hack needs to retire","Ready Player One",1244,3.5,2.5
"1245",5,"  This movie was absolutely fantastic. Somehow this movie succeeded at being the best video game movie ever made, with out really being based on any video game. This is the movie gamers and nerds have been waiting for since Super Mario Bros. from the early 90's came out. It gets nerd culture and was made with the fans in mind. While people like my parents might not necessarily ""get it"" there are enough references to non game related pop culture and a story that follows a traditional narrative story that older viewers wont be left shaking their heads with nothing to enjoy. The shear amount of easter eggs, a concept previously foriegn to most non nerd non gamers is explained beautifully in this film. As for the easter eggs themselves, i found myself jumping for joy every 10 seconds with the characters and references I kept seeing and spotting. The relatively unknown cast does a great job, and I hope this film is the one that jump starts them to super stardom. This film is also a great introduction to the genre that is cyberspace with elements such as evil megacorperations that can commit any kind of unethical crime without consequence, cyberspace, and a team of heroes that ""stick it to the man"" and fight the evil corperations. While this movie is somewhat atypical to cyberpunk as it is a more idealistic cyberpunk story (with movies such as robocop or lawnmower man being more traditional pessimistic cyberpunk stories) this is in my opinion the best ""jumping on point"" intro to cyberpunk type movie. If you like comics, video games, the 1980's, this is the movie for you. this movie is both optimistic and an overall great feel good hollywood movie. I can't recommend this movie enough go see it. and i wont even try to list all of the cameos and easter eggs in this film. not because of how many there are (although they are in the triple digits) but because that would spoil how fun they are when they appear.","Ready Player One",1245,3.5,-1.5
"1246",4.5,"  Visually stunning, very well written and with such an immersive vision, Ready Player One is one of the best cinematic experiences ever created.","Ready Player One",1246,3.5,-1
"1247",4.5,"  Steve Spielberg proves he still has the touch with this film. While Star Wars The Last Jedi was one of the worst movies of the last few years, Ready Player One ranks as one of the best. Great story with great story telling and throw backs to beloved pop culture of the 80's and early 90's makes this one a real treasure.","Ready Player One",1247,3.5,-1
"1248",4.5,"  Wonderful movie expecially to gamers.","Ready Player One",1248,3.5,-1
"1249",5,"  Simplemente GENIAL!!!","Ready Player One",1249,3.5,-1.5
"1250",4,"  A fun filled pop culture adventure.","Ready Player One",1250,3.5,-0.5
"1251",5,"  This movie is one super pop culture nerd orgasm.","Ready Player One",1251,3.5,-1.5
"1252",5,"  This movie is EPIC. It is a great movie that any age can see. I felt as if I was in a whole new world with this movie. There are very few times that I can feel myself in a movie, but with this one, I can. So many unexpected twists and turns. Love all of the imagination it has to offer!","Ready Player One",1252,3.5,-1.5
"1253",2.5,"  I was NOT ready for Player One as depicted by Spielberg. I remember putting the book down with my heart still pumping and thinking to myself ""holy sh*t, that would be an EPIC movie"". Then the movie came out and I was quickly reminded that this is Hollywood and it wouldn't be an adaptation if somebody wouldn't F*** it up royally. There's only one explanation: someone just finished reading the book and summarized it to Spielberg while they were both drunk, then while still hung-over Spielberg made a movie out of it. Forgot the order of things, mistaken one character for another and forgot half the things that made the book great, so he made something up as he went to fill the gaps. That's the best description of this movie that anyone will give you. Because of all this it was pretty, but also pretty nonsensical and lost all the drama, tension, build-ups and pay-offs. Go home Spielberg, you're drunk.","Ready Player One",1253,3.5,1
"1254",4,"  I liked the book better but I'm glad that it changed things up a bit. Biggest surprise for me was that Simon Pegg didn't have a greater role.","Ready Player One",1254,3.5,-0.5
"1255",2,"  Fun Spielberg - as opposed to serious Spielberg - features some combination of 1) excruciating tension 2) awesome set-piece scenes 3) great (character) actor bits 4) heart-tugging sentimentality. This one - though well-crafted state of the art, of course - has none of these. And on top of that, it supplies absolutely no evidence to support its ""real life is better"" bogus message. Gee, it's rough to have peaked before 30.","Ready Player One",1255,3.5,1.5
"1256",5,"  The entire family enjoyed this movie. Is it the book, no, but I never try to compare the movie to the book, you only set yourself up for disappointment. This is the first film that kept the attention of my 4 children throughout the entire movie. Will see it again.","Ready Player One",1256,3.5,-1.5
"1257",5,"  Ready player one was fucking amazing. Anyone that's well versed in video games and pop culture will nut during this movie. I almost cried several times just because of how overwhelmingly awesome it is","Ready Player One",1257,3.5,-1.5
"1258",5,"  Spielberg KILLED IT WITH THIS MOVIE. so much nostalgia and easter eggs. if you are in to movies,video games and VR then you will have a great time with this.","Ready Player One",1258,3.5,-1.5
"1259",0.5,"  Basic pure hearted teen male hero fighting the evil capitalism, falls in love with a ""cool"" girl, refuses to get corrupted by money, defends the American classic freedom value, saves the world. All that happening in a futuristic VR game.","Ready Player One",1259,3.5,3
"1260",5,"  best movie I've seen in years, gotta see it in 3D now on a return visit","Ready Player One",1260,3.5,-1.5
"1261",3.5,NA,"Ready Player One",1261,3.5,0
"1262",5,"  Loved it! Wish I could live in the Oasis! C'mon technology! Get us here!!!","Ready Player One",1262,3.5,-1.5
"1263",2.5,"  Read the book 3 times, and this movie is so boring in comparison. Everything is fast, including the plot. Movie lacks character devolpment and doesn't explain over half of itself (at one point they mention ludus, the world of schools in the book, but never showed nor mentioned it at all before then on the movie). I takes out interesting referances (supiadaman, ultraman [though ownership confusion was the meaning for that], many, many obscure arcade games, the interesting ending to the hunt [replaced with just playing atari]) for boring, common ones (the shining, overwatch, akira, iron giant). The ending felt uneventful and rushed, and left me with a bad taste in my mouth. I will say the visuals (though sometimes in the uncanny valley) were interesting and fun. The out-of-bounds part of the race was fun, and the war at the end was fun to watch. TL;DR: Go read the book.","Ready Player One",1263,3.5,1
"1264",4.5,"  In anyone else's hands, this would have been a disaster. Thank Master Windu that Ernest Cline handed over the directing duties to the rightful Steven Spielberg and took it upon himself to improve his own story. Not only does the result show us the right amount of nerdy, it also wows us with the wonderful way all these references are being implemented. Without them, the story still stands on its own and reminds us to have fun when playing. It's there for entertainment, as is this movie. Our main characters know that, and they truly embody that spirit of entertainment. More generations will be inspired to do more than just love what they're watching or playing, they might find new ways to enjoy it without having to be the very best. Log in and see for yourself.","Ready Player One",1264,3.5,-1
"1265",5,"  had so much fun watching it","Ready Player One",1265,3.5,-1.5
"1266",5,"  Wow! #ReadyPlayerOne was like watching every one of my favorite movies growing up in one sitting.","Ready Player One",1266,3.5,-1.5
"1267",5,"  Best movie in 2018 so far. I would recommend it to anyone","Ready Player One",1267,3.5,-1.5
"1268",5,"  Very exciting, amazing story with a good theme and very enjoyable to watch. A fresh new idea that will make you excited to watch it. I left the theatre feeling very satisfied and feeling like I had just walked into the theatre.","Ready Player One",1268,3.5,-1.5
"1269",0.5,"  Started out as a great nostalgia book targeting 35-45 year old North American men. Went through a book-to-movie re-write where they only changed the target audience, all the characters, the entire plot, and the moral of the story .... but hid this fact in the trailers and kept the title the same so that people who liked the book would still go see the movie. If you read and liked the book stay away from this film, it will only cause you pain.","Ready Player One",1269,3.5,3
"1270",3.5,"  An enjoyable, glitzy homage to retrogaming. I was pleasantly surprised by a section of one of my favorite horror films in the middle of this which is worth the admission price alone. 3D was unnoticeable except for one scene,","Ready Player One",1270,3.5,0
"1271",5,"  I'm not into video games but I had a great time and flash backs to great games of the past.","Ready Player One",1271,3.5,-1.5
"1272",1.5,"  Honestly, it wasn't even visually appealing. It was just TOO MUCH for way too long (~2.5 hours). I feel like Spielberg was trying to make his Avatar here and fell totally flat in comparison. It's crazy to think that almost 10 years later, Avatar is still the most advanced and realistic film of this type (almost entirely animated). No one has come close to knocking Cameron off the throne.. Side note: I was appalled by the horribly campy and poorly executed Shining references. Making a mockery of one of the most terrifying and well-crafted films of all time is just embarrassing.","Ready Player One",1272,3.5,2
"1273",4,"  A thrilling visual ride. Your typical ragtag team of teens somehow managing to do what no person in history has ever done before and battling angry corporate giants along the way, jam-packed with references to popular nerd culture. My friend and I were really tickled to spot Tracer from Overwatch not once but twice in the crowds. Some references went over even our heads, and the romance had us feeling we were watching a Twilight rerun, but overall it was a fun movie. Would watch again.","Ready Player One",1273,3.5,-0.5
"1274",5,"  Took the kids to see and we all loved it and my son wants a second part to the movie now","Ready Player One",1274,3.5,-1.5
"1275",3,"  Removed al the nail biting suspense from the book and replaced it with more action sequences. Because that's want the modern movie-goer wants.","Ready Player One",1275,3.5,0.5
"1276",5,"  Brilliant, Loved it in 3D","Ready Player One",1276,3.5,-1.5
"1277",5,"  When i saw it with my friends, it was literaly one of the best movies we seen in a while, we kept having alot of laughing and easter eggs moments none stop while watching this movie. It was awesome, I cant wait for Ready Player Two, also be picking this up when it comes out on Bluray Day One.","Ready Player One",1277,3.5,-1.5
"1278",4,"  The film was good even though the book is better (well duh ??) they do improve some of the story in some parts, my only problems is it's too quick at some scenes and I can't believe I saying this I wish it was in two or three parts I hate they do that in films on one book but I feel it would have benefited the movie more and the real world back story is there but it's rushed but it's still a very good film and people should check it out","Ready Player One",1278,3.5,-0.5
"1279",5,"  This was one of the most enjoyable movies I've seen in years. It has just enough pith to keep it from being complete fluff but that's not the point. Just the shared experience and delight of the audience that watches it with you as you recognize one throwback culture reference after another would be worth 4 stars.","Ready Player One",1279,3.5,-1.5
"1280",5,"  Just the kind of oldschool adventure movie you would expect from spielberg. a must watch for every geek.","Ready Player One",1280,3.5,-1.5
"1281",4,"  Fun movie, great for kids. Excalibur!!!","Ready Player One",1281,3.5,-0.5
"1282",4,"  Very good but felt rushed. I'd have preferred them cover it in three movies.","Ready Player One",1282,3.5,-0.5
"1283",5,"  Loved the movie, I don't know why the critics are not liking it more. I'm definitely going to buy this one!","Ready Player One",1283,3.5,-1.5
"1284",5,"  I read the book, and saw the movie with someone who hasn't and decided to compare notes on what we thought about it. Whole there were things that upset me that were changed, and stuff that felt left out to her (like it's not explained why Morrow and Halliday split in the movie, at all) we both came away really enjoying the movie and looking forward to seeing it again.","Ready Player One",1284,3.5,-1.5
"1285",4,"  I have read the book 2 times now, and i rather liked the movie. The plot is quite different and refreshing from the one in the book, but they still suffer from a poor love story. The cgi was great, and the shining part was easily my favorite part in the movie.","Ready Player One",1285,3.5,-0.5
"1286",5,"  the movie was great for me it had so many movie tv song and video game references and the characters were well developed and being 14 it was great nostalgia","Ready Player One",1286,3.5,-1.5
"1287",5,"  This is a great movie, I like how the actors has to be part of the game. really enjoy the music in the movie as well. Can't wait for it to come out on blu-way","Ready Player One",1287,3.5,-1.5
"1288",4,"  Loved it. Loved everything about it. Adventure? Excitement? An audience craves these things.And they get it in this movie! Unlike a certain recent cinematic travesty.","Ready Player One",1288,3.5,-0.5
"1289",2,"  The book is excellent, I've read it a few times. The film is terrible. Nothing like the book. I feel sorry for Ernest Cline having his mane attached to this.","Ready Player One",1289,3.5,1.5
"1290",0.5,"  Poorly written. It seems like a bad joke. It also shits in the movie.","Ready Player One",1290,3.5,3
"1291",5,"  One of the best movies ever made. Reason? Go watch it. Could be one the best movies of our generation.","Ready Player One",1291,3.5,-1.5
"1292",5,"  Absolutely fun to watch, story brilliantly laid out and told, awesome effects and nostalgic pop culture references. Do watch! ????????????","Ready Player One",1292,3.5,-1.5
"1293",5,NA,"Ready Player One",1293,3.5,-1.5
"1294",2,"  I really wanted to enjoy this movie, because I enjoyed the book so much. However, this movie bored me, so much so, I found myself wondering when it would end just so I could leave.","Ready Player One",1294,3.5,1.5
"1295",2.5,"  Anyone who has read the original book and loved it will most likely be disappointed by Spielberg's adaptation. The story has been altered so much that its now a shallow tale, full of plotholes low stakes and deprived of any meaningful emotion","Ready Player One",1295,3.5,1
"1296",3,"  In Ready Player One, though having lots of exposition, Steven Spielberg delivers a wonderfully thrilling first third, but soon afterwards fails to keep the pace and lets the story to gradually succumb to over-reliance on characters and plot twists that were common in 1980s but look sorely outdated and tedious in 2018. This as such is largely in purpose as the story wants to be seen as a tribute to pop-culture - for some reason meaning the 1980s' culture only - but it doesn't make boring the audience any less acceptable. The last real highlight is a magnificent scene in the Shining's hotel.The plot follows characters in the virtual reality and in the real world, jumping back and forth. Action involving the actual people is often poorly staged. Plot rushes from one place to another without much logic. Characters come and go as they please, and it is later difficult to remember what actually happened. The big end fight in the virtual world appears to be staged only because a big end fight needed to be at the end, having no logic, reason or real feeling and bringing nothing new to the long series of purposeless end fights in expensive blockbusters.Hit and miss, and increasingly a miss towards the end, Ready Player One is still a reliable Spielberg that probably will entertain younger audiences more than those who actually remember the 1980s.","Ready Player One",1296,3.5,0.5
"1297",3,"  My 12 year old son and I each read the book. We both loved the book. It was an incredible page turner. A Great Story with many Plot lines and a few twists. The Movie does not do the book justice. The special effects were great. The movie missed the mark on certain elements of the book. Visually the book was much better.","Ready Player One",1297,3.5,0.5
"1298",5,"  Steven Spielberg gives us an electric, exicting and visually stunning glimpse into the near future, breathing fresh life into videogame and Macguffin movies. This is Spielberg going back to doing the type of films we love him for - old-school Spielberg with non-stop action, fun and an exhaustive list of pop culture references that'll make repeated viewings a consistent delight.","Ready Player One",1298,3.5,-1.5
"1299",5,"  This movie is good and awesome","Ready Player One",1299,3.5,-1.5
"1300",5,"  This film is 2h20 of a pure joyride from start to end. I was a little afraid to be underwhelm but it delivers on all front, even the 3D one!","Ready Player One",1300,3.5,-1.5
"1301",5,"  This movie was incredible. I loved every minute.","Ready Player One",1301,3.5,-1.5
"1302",3,"  reality is the only real thing..Ready Player OneThe feature demands attention through highly configured rich details on visual asthetics which is admirable, for despite of having such a large range on the material the makers keep it clean (like coins are used instead of blood when someone is eliminated) and pleasing to the audience. But unfortunately the idea isn't intriguing enough to invest in it, in the first place for it seems like a compilation of different borrowed concepts that may look amazing but feels a bit eerie. Steven Speilberg saves the feature through his brilliant execution skills and projecting the anticipated vision on screen. On performance level, there isn't much range provided to the characters in the plot to express thoroughly but still Taylor Sheridan and Olivia Cooke are convincing and is supported by a great cast like Mark Rylance and Simon Pegg. Ready Player One takes its time in its first act and settles in perfectly before the second act kicks in where everything goes predictable but some throwbacks on old classic features (the quest for the second key is quite amusing) holds you on the seat only to mesmerize you in its third act where the plot enfolds in each phase with some brilliant action sequences and good old drama.","Ready Player One",1302,3.5,0.5
"1303",4,"  Despite it being heavy on plot and may have one too many pop culture references, Spielberg certainly does deliver a visual treat.","Ready Player One",1303,3.5,-0.5
"1304",4.5,"  what a great movie this was","Ready Player One",1304,3.5,-1
"1305",4,"  Really fun and good gamer movie!","Ready Player One",1305,3.5,-0.5
"1306",0.5,"  Terrible adaptation of the book. Even if you aren't a fan of the book, there are so many plot holes, inconsistencies, and just plain stupidity in this flick that even fantastic CGI can't save it from the wastebin of mediocrity. Spielberg should be embarrassed and Cline should hang his head in shame.","Ready Player One",1306,3.5,3
"1307",5,"  This is not just a film We wanted, this is a film that we need, summing up what it means to not only be a die-hard nerd, but also to back lash corporate that shadows against any culteral community!!! This is one of those films were I had to give my standing ovation. As i always say to myself, ""Geek, and proud""!!!","Ready Player One",1307,3.5,-1.5
"1308",4.5,"  Ready Player One is the most interesting and creative movie to come out in 2018 so far. This is going to go into history with other Steven Spielberg films like E.T. and Jaws. The creativity of this film sparks new ideas and forgotten memories of times when I watched a movie and was blown away. The cast does a amazing job to bring the worlds of the Oasis and the real world together to create this believable performance. I cannot wait for another film like this to come onto the big screen and spark something inside of me.","Ready Player One",1308,3.5,-1
"1309",5,"  Movie was great. its different than the book, but almost all adaptations are. CGI was amazing, characters were great, funny. I'd go watch it a second time if I could.","Ready Player One",1309,3.5,-1.5
"1310",4.5,"  Quite enjoyable. Only cringe part was weak love story.","Ready Player One",1310,3.5,-1
"1311",5,"  Super unique and entertaining. One of my new favorites.","Ready Player One",1311,3.5,-1.5
"1312",5,"  (***No Spoilers) Ready Player One is a thrilling ride, a fantastic story layered with so many pop-culture references, with a sprinkling of Spielberg magic to bring this epic fantasy to life. A terrific balance of humour, emotion and for it's subject, a movie that reminds us to also spare some time for the real world. Simply brilliant!","Ready Player One",1312,3.5,-1.5
"1313",4,"  I thought this was a good movie. Bunch of refferences and easter eggs that may be a little baffling to the uninitiated, but over all a well thought out plot smartly written villians and a good cast. Gie it a watch you wont be dissapointed","Ready Player One",1313,3.5,-0.5
"1314",4,"  This is a terrific film to show the work of Steven Speilberg. Also a great way to show how technology is influencing us as a society. It would be a very interesting future but the underlying message for this film is a very human reality.My only issue was that perhaps it could of had a bit more to show of the oasis and the excitement from it. Its totaly an entertaining film, alot of fun!! But i felt towards the end it was a bit childish and soft. Something was missing i'm not sure what it was but overall its a great cinematic adventure showing Speilbergs talent!","Ready Player One",1314,3.5,-0.5
"1315",2.5,"  If you are a fan of the original novel, prepare to be utterly disappointed, you probably won't like this movie interpretation. There is almost ZERO things in common between the novel and the screenplay. I enjoyed the movie as a whole, but the things I was expecting or hoping to see never happened. And the challenges to obtain the three keys had ZERO in common with the novel, the process, the character development, the games, relationships...everything down to Wade's time as an indentured servant were completely opposite the novel. The effects were amazing, it was a fun movie all around.... Just don't expect to be able to follow along with the book by any stretch of the imagination. So may key elements were left out, so many interesting tidbits... Money not completely wasted, but it definitely left something to be desired if you enjoyed the novel. One thumb up, one thumb down.","Ready Player One",1315,3.5,1
"1316",5,"  It is missing the first few chapters of the book but that makes sense once you see the movie. They completely changed gate 2, but also understandable. I loved this book and this movie is tremendous. This one is a must see. A whole lot of fun!","Ready Player One",1316,3.5,-1.5
"1317",3.5,"  The movie was not a disappointment. Spielberg managed to once again pull of a successful and visually stunning film. The movie like any movie had its flaws but it was a delight and the positives outweighed all flaws. Although some of the references were pushed in your face such as the tracer reference which showed up 3 times. The classic bat mobile and Harley Quinn references were both subtle and perfect. Overall I really enjoyed the movie and give it a 8/10","Ready Player One",1317,3.5,0
