"","Rating","Text"
"214",5,"  Never a dull moment. The film was throughly entertaining."
"215",3,"  Overhyped. This film is too kiddie and bland with not enough interesting material to go around for the length of its duration. The entire film runs out of steam way before its third act...and Dywane and Hart have been funnier in other pieces."
"216",4,"  the story is super simple and predictable, but the cast was great and the story is funny enough to get me engaged throughout the film."
"217",4.5,"  Was HESITANT because they changed it from a board game to a video game.. WOW i really loved this movie :) OOPS CAPS"
"218",5,"  surprisingly awesome."
"219",5,"  DiVERTIDO, EMPOLGANTE, BONITO E SIMPLISTA. o remake/continua�ão do clássico jumanji, é um deleite aos olhos e ouvidos de quem assiste, é um filme simples mas rico de qualidades, e uma das que mais chama a atenção é a forma como o longa lida com os problemas da sociedade, um verdadeiro choque de realismo. jack black interpretando uma personagem feminina é simplesmente icônico."
"220",4,"  i liked it and I didnt think I would. funny enough."
"221",4,"  so funny. Even the 6yo loved it. Great cast."
"222",1,"  Unfunny, and tries too hard to be. Everything about this sucks, 1 star is a gift."
"223",3,"  Silly, fun and UNCHALLENging. Updates the original but without pushing any BOUNDARIES. the slapstick comedy and witty quips are worthy of the odd chuckle. A nice bit of harmless family entertainment."
"224",4,"  A fun and entertaining movie. I did not go in with that many expectations, but left pleased."
"225",3,"  Decent movie but thought it would be a lot funnier. The quests are alright and the actors are good but just didnt seeem to hold my attention"
"226",5,"  well rounded cast that really made the film worth watch"
"227",4.5,"  i THOUGHT THIS MOVIE WAS HILARIOUS! wOULD SEE IT AGAIN!"
"228",5,"  loved the movie. Went in with no expectations and laughed a lot. Cast was perfect."
"229",2,"  Never judge a movie by its Box office draw.,, a proverb I should have remembered going into this. Thank god for Moviepass because this movie was a major DISAPPOINTMENT."
"230",4,"  Funny, engaging, great characters, action, a worthy successor to the original."
"231",5,"  I know it seems ambicious, but i aBsoluetly loved this movie. It was similar to the original, But still making it its own movie. Also, i was. Laughing about every 5 seconds so thats a autoMatic win for me"
"232",5,"  Loved it!!!! I hope they come out with another part"
"233",4.5,"  Jack black is perfect in this movie!! he is perfect in a supporting role, and the rock and kevin hart work together perfectly. Its almost a modern ""Road"" movie"
"234",5,"  HILARIOUS, FUND AND ENTERTAINING"
"235",5,"  HILARIOUS!!!! IF YOU NEED A GOOD LAUGH GO AND WATCH IT. WHEN I SAW IT, IT MADE MY DAY. AMAZING ACTORS AND ACTRESSES."
"236",5,"  Very enjoyable movie with nonstop action (not counting The first ten minutes where the plot is being Set up). Clever script with lots of humor. This is a movie i could watch more than once! Would recommend seeing it on the big screen!"
"237",0.5,"  not funny and boring. i only laughed on the cake weakness part."
"238",4,"  Lacked the creep factor of the original but was great fun"
"239",5,"  Hilarious! My family and I laughed a lot. Jack Black was the highlight ??"
"240",3,"  Funny and entertaining - For the young at heart"
"241",5,"  I went in with low expectations, but this film really blew me away. My only gripe is that the promos so heavily featured the rock and kevin heart, when by far the funniest in the movie was jack black. He was the best high school girl character i have seen in a long while!"
"242",2,"  The effects have improved (as you'd hope they would over the course of 22 years), but Welcome to the Jungle didn't really do much for me. It completely lacks the charm of the original movie, but also the worldly scope of the animated series. I sat there patiently as weak joke after weak joke bounced off of me ineffectually, but the person I watched it with seemed to be having a great time, so maybe I'm just dead inside?"
"243",5,"  Great story....and fun to watch!"
"244",2.5,"  good movie, but compare it to the 1995 Jumanji i think they lost the sense of the originality of the 1995 version. I was expecting the whole real dimension would turn into a safari place instead of them being sent to the Jumanji. I guess I just love the mix between real dimension and the wildlife like the 1995 version of the movie. but, it's a worth to watch movie after all."
"245",4,"  Fun movie and buying it when it comes out in 4k Blu"
"246",5,"  ""Who's Alan Parrish?""""I don't know, he built it. WIthout it I Wouldn't Be here.""RIP Robin Williams"
"247",4,"  The oRIGINAL INTRODUCED A CONCEPT. SO THIS MOVIE TAKES IT EASY AND BRINGS IN THE HUMOR AND DIALOGUES. AMAZING CAST AS WELL."
"248",3.5,"  I quite liked it to be honest. I was already a fan of the original jumanji and this one had better humor. The acting also was fun except for 'rubys'."
"249",1,"  Total Disappointment. Why not take Jumanji off ? Totally irreverent to the original. Totally not like a game."
"250",3.5,"  what a wonderful surprise!I went into this, thinking this would be awful, but i found myself enjoying this film very much. i thought most of the jokes hit, the action was good, and i cared about the cast. This is a film that, both kids and adults can enjoy."
"251",5,"  Don't listen to the haters. This movie is great. My wife and I haven't laughed this much over a movie in a long time. Fun, entertaining movie and a++ cast."
"252",4,"  A wonderful homage to its original material while being fun and fantastic."
"253",3,"  I saw it because the trailer was so good. The movie... not so much. Did anyone else think it was racist? The black guy/zoologist actually calls himself a ""valet"" to the rock's character."
"254",4.5,"  Jumanji: Welcome to The Jungle is an entertaining and hilarious sequel that I went into with low expectations and came out extremely surprised. The cast was incredible, and all of their performances were very funny and fun to watch (Jack Black portraying a teenage girl was hilarious), and there was also a lot of character development for an action movie like this. The scenes in the jungle are also very beautiful and the special effects are wonderful at times. In the end, this sequel is very entertaining, ultra hilarious, and quite heartwarming albeit some scenes that were a little boring/unnesscary. - 90%"
"255",3.5,"  JUMANJI- 73%A VERY FUNNY WELL CAST PRODUCTION.JUMANJI HAS A NICE STRUCTURE AND A VERY WELL EXECUTED GAME-LIKE THEME. THE ACTORS WERE WELL CAST AND JACK BLACK WAS ABSOLUTELY HILARIOUS. IT IS HARD TO MAKE ME LAUGH IN A MOVIE AND JUMANJI DEFINITELY DID IT. IT DID NOT FEEL TOO LONG DESPITE IT BEING AROUND 2 HOURS WHICH IS ALWAYS A GOOD THING. A VERY ENTERTAINING MOVIE. STORY WISE AND EXECUTION: 2.7/3.5ACTING: 1.8/2.5CAMERA WORK: 1.7/2SOUND: 1.1/2OVERALL SCORE: 3.65/5"
"256",0.5,"  The CGI is terrible. This movie should Have been 5 stars. Not the best remake for jumanji at all."
"257",4,"  It's a ton of fun. The whole cast looks like they're just kids (reminding us of Williams in the original). Jack black is EASILY the best with his take of a teenage girl and the rock is JUST so relaxed it's easy to relate. Still it does miss the suspense and charm of the original, as this is a direct sequel."
"258",5,"  The most fun I've had at the movies in a long time"
"259",3.5,"  The movie's first 24 minutes were too slow in introducing us the main cast of 4, but overall a fun and decent Christmas treat through great jokes, action sequences and energetic acting performances. I also love Karen Gillian's costume and make-up, she looks smoking hot in it."
"260",4,"  Had low expectations for this one, but turns out that is pretty nice, fun to watch."
"261",3.5,"  The first time I watched the trailer for this movie, I thought my self that this was going to ruin ""Jumanji's"" name. I decided to give the movie a chance and watched it on theaters. Ok, the film is not bad, it really makes you laugh in some scenes. Johnson, Black and Hart really saved the movie. I liked the story (in some parts) and the way they did the whole ""Jumanji"" concept. I do not agree on those un-real scenes where un-human situations happened to the characters, it is something i am not very fan of in movies like this (unless I am seeing those low budget films that you see on tv only). I mean, they had the production to make these scenes more believable. The end I'll give it a 2/5, I felt it very forced and I think that every people in the theater already knew how the movie will end. I give it a 3 1/2 stars rating, just because the film was more than I expected. I think that the cgi is a lot to fell in love of the film. If the movie would not had the ""Jumanji"" name, I think it would be an amazing and original movie with upcoming parts. At least now, I will not be to much of a fan to see a second or third part of it, only if they decide to do it the old school way."
"262",4.5,"  Jumani Welcome to the jungle is One of the best films to come out in 2017 and it was worth the wait. The cast does such a good job with the comedy and action in this movie. The Dwayne johnson and Kevin hart team up is so perfect just like in their previous movie Central intelligence."
"263",4.5,"  Entertaining thanks to his charming cast specially from jack black and karen gillian."
"264",3.5,"  great character developement, geek becomes a ""rock,rock becomes a geek, beauty becomes a beast, and wallflower becomes a rose."
"265",4,"  surprisingly charming and engaging film - I didn't realize I wanted to see this, but while watching it I realized that it was exactly the entertainment I needed"
"266",5,"  We loved this film on so many levels! We've seen it twice and would happily go again. The theme, continuity, and acting was wonderful and believable. (as far as being caught in a video game can ever be.) Black was brilliant, i will see this again or need to own it. Hilarious!!!"
"267",5,"  I loved it! i think i enjoyed it more knowing that they weren't trying to replace a classic movie but rather continue it with someone else's STORY LINE."
"268",3.5,"  Jumanji: Welcome To The Jungle surpasses its original movie in entertainment value. by making it feel bigger at carried by multiple solid comedic actors. Its plot does suffer a little because of the generic VILLAIN, which thankfully doesn't become the movies main focus. Its a worthwhile watch for families !"
"269",4.5,"  This movie may have been my favorite comedy of the year. My expectations were not exceptionally high for this remake. The original jumanji is a timeless classic, and i'm glad to see this movie did not try to piggy back off of that. Jack Black is the star of the show in this film as he finds himself playing a teenage girl trapped in a fat man's body. he had the entire theater in tears by the end. despite the hard carry from jack black all the other characters were also well written and portrayed. The video game world they chose to use worked perfectly with the story. the mix of comedy and performances from the star studded cast makes this a must see regardless of your opinion on the original."
"270",4,"  WHEREAS THE ORIGINAL WAS MORE SERIOUS WITH SOME COMEDY TONES, THIS IS FLAT OUT COMEDY AND IT WORKED WELL. jACK bLACK AS A TEENAGE GIRL ALONE IS WORTH THE WATCH."
"271",5,"  this is a must watch movie."
"272",5,"  Damn. I loved it, Hilarious"
"273",4,"  I am going to be completely honest with you......when i heard they were making a ""Reboot"" of the Robin williams Classic, ""Jumanji"" I wasn't on board with that; When Robin williams passed I felt that the magic and comedic aspect that went with the movie passed along with him. And while the movie became a cult classic the thought of a sequel, NEVERTHELESS a reboot with Dwayne ""The Rock' Johnson and Kevin Hart was out of the question. ...I can admit when i'm wrong. Jumanji: Welcome to the Jungle, is a somewhat 'Reboot' and moreso a Sequel to the 1995 Cult Classic starring the Late Robin williams and a teenage Kristin Dunst; set a year or two directly after the sequel we find that the game evolved with the times (cause who like board games anyways?) and four high school teenagers are caught in its web (or Drum snares) and are instantly sucked into the game itself where they have to play the game to LITERALLY survive the experience. The concept/story is simple enough but even a simple story needs good actors to carry it along and normally when you think of adventure stars Kevin hart and Jack black wouldn't be the names to pick out of a hat but along with Dwayne Johnson and Dr. Who/Guardians of the Galaxy star Karen Gilliam it evens the playing field in a way both funny as well as semi-heartwarming. Jack Black playing a girl trapped in a man's body is interesting but funny all the same; while I wouldn't say he stole the show he did make this movie all the more funny. Kevin Hart as ""Fridge/ZOOLOGIST"" is basically kevin hart in this role. he plays pretty much the same characters as he does in other films but it works for this movie and teaming up once again with his partner in crime The Rock makes for some fun and lighthearted moments and some laugh out loud instances. Karen Gilliam as the awkward teenage girl turns badass is also a welcoming change to the group she's every bit a funny as the guys are and she works well along with the rock. The movie takes ALOT of nods to the Animated show (yes there was an animated series in the 90s), and some call backs from the 1995 movie which was a nice easter eggs bringing the old with the new and while they do add these easter eggs the movie itself can also work as a stand along movie as well so you don't have to watch the original to gain understanding but if you want to SWEETENED the deal you can watch the original movie and watch this for an added effect. The movie changes the rules making a board game into a video game; drawing out all the aspect of how video games are done. even the NPCs in the game act EXACTLY how an npc character acts (repeating the same lines, etc) they the actors play on it which makes it funny until its not. And while they do explain while Karen's Character is dressed skimpy some people (mostly SJWs) might not like her appearance. The Main antagonist Bobby Cannavale (Van Pelt.....maybe related?) is very weak; he doesn't do much except be scary and make the story flow. I felt that he couldn't have done alot more but I don't know if the writing allowed much room for him to break out. The fifth player, played by Nick Jonas who's backstory i won't spoil it here is also a interesting change of pace. Even though he shows up much later in the movie he does bring a bit of the Robin williams-ish to the role; There were some creepy moments and some death scenes that won't settle for kids as well as some minor adult humor but still this movie works for both kids and adults. In the end. This is a SURPRISINGLY very fun movie. This can work as a stand alone movie as well as a sequel; while the story is simple enough and the bad guy was very Marvel MCU weak the premise is very engaging and laugh out loud funny. Jumanji: Welcome to the jungle is a movie i'm glad I got to see and i would see again as well as the original....now if they can do a sequel to ""Zathura"" with the same four Teens and same four actors then you got my money!! 4 out of Five stars Chris W. Aka That black guy who reviews movies!!"
"274",3,"  Si un remake de jumanji n'�tait pas réellement indispensable, il faut avouer que cette version mise au goût du jour (les jeux vidéos remplaçant les jeux de société) est tout de même fort sympathique avec un humour plutôt réussis qui ne va pas dans les blagues ""pipi/caca"" et une performance intéressante de jack black (c'est assez inusité qu'on mérite d'en parler) . une agréable surprise."
"275",4.5,"  Boy this film has legs! It's still doing several millions weekly in the US, far more than Star Wars is taking.Really fun movie, despite a really simple generic plot and one-dimensionable generic villain - that's really not a criticism either.A bit slow to start but once it got started my whole family loved it. The stars' chemistry and offscreen friendship really shines through and Jack Black proved to me he is a pretty good actor when he's not being full-on Jack Black.There are a couple of callbacks to the 90s Jumanji film but it works really well as a standalone.Loses half a star for low-quality CGI pantherS."
"276",4,"  GenreAge RatingLemonradarAction/Adventure10+80% sweetIntroductionHi, I am Keaton Marcus from Sweet and Sour Movie Reviews and today I will be reviewing the sequel/reboot to the film Jumanji starring an all star cast. When four teenagers, Spencer, Jeanette, Bethany and Fridge are sent to detention for doing various things they are forced to clean up an old warehouse, though when Spencer finds an old Video Game, the teens are intrigued into playing, but they find out this is no normal Video Game when they get sucked into it after choosing characters, Spencer, the wimp is now Dr. Smolder Bravestone, the champ, Fridge, the football player is Dr. Moose Finbar, Zoologist and Weapons Valet, Jeanette the introvert to Ruby Roundhouse, badass warrior and Bethany, popular high-school girl into overweight Dr. Sheldon the map specialist. When they find out that they have only three lives in the game and strengths and weaknesses they must find out how to save the game and go back home.How Was The Cast?In this second paragraph I will be telling you if the cast performed well or not. For our first main character we have Dr. Smolder Bravestone who is played by Dwayne Johnson. I thought that Mr. Johnson just found another suitable role for himself combining his badass former roles to a quite charming, funny and well developed character, there were some narrative problems as there were in every action movie, but Mr. Johnson did just fine at brushing those problems away. Overall Dwayne Johnson did a good job on providing his classic entertainment to the audience while giving something new. For our second main character we have Dr. Sheldon played by Jack Black. I really think Mr. Black should win something for this role, I mean this was the real classic laugh-out-loud kind of performance as the perfect character for him, good jokes, funny script and fit in just right with the plotline. Overall Jack Black has just again proved that he still has his charming appearance in Comedy movies. For our third main character we have Ruby Roundhouse who is played by Karen Gillan. I thought for a very new actress Ms. Gillan did an amazing job on this new kind of action/comedy movie, you know her as Nebula in the two Guardians of the Galaxy movies so this is a very new, uncomfortable role for her and she did just fine bringing her charm from former roles into this very important character in the film. Overall Karen Gillan was a little shaky at times, but on the whole provided a highly watchable, intriguing character that the audiences were deeply satisfied with. For our fourth main character we have Dr. Moose Finbar played by Kevin Hart. Mr. Hart is very used to these kind of roles, almost every movie he is in is a comedy/action movie and he was really just made for these kind of scripts and he did just that in Jumanji. Overall Kevin Hart is a comedy veteran and for that reason he was just perfect for this genius, comedic role of Moose Finbar. On the whole the cast had to deal with some flaws but were very used to the comedic atmosphere and were well chosen for the movie.QualityIn this third paragraph I will be telling you if the overall quality in the movie was any good or not. First we will start with the directing. I thought that Jake Kasden did a very good job on creating not just a good action movie, but a seriously funny premise, good, creative characters and a reboot that was much better than the lackluster original, I also thought that Mr. Kasden did not just focus on the funny script, but a decent story and plot line too that really made sense and worked with the title of the film. Overall Jake Kasden has just created a very successful reboot/sequel to a bad first movie with developed characters, a sensible story and just a really nicely directed film. Next we have the visuals, CGI and the cinematography in the movie. First we will start with the visuals and CGI. I thought this was an amazing part in the movie, but what was good about this was that it was not a CG fest and they had a balanced way of combining awesome 3D visuals and a good movie with a surprisingly reasonable 90M budget. Also there was a good variety of decent visuals, creative animals, cool, slick and fun action scenes and really everything a good visual movie should hope for. Now we have the filming in the movie. I thought that like the visuals, this was very cool and one of the best strengths in the movie, with all of those awesome 3D moments, the camera always stayed on track unlike most stupid action films. Overall the filming and the CGI work was exceptional, but also not too much and worked together in a very excellent and creative way. Last but not least we have the storyline in the movie. I was really surprised at the quality in the story, the film gave just enough time to let the visual flash and the smarts of the film to shine in great ways, the story and plot made sense, it was deeply creative, cool, fun and very entertaining. Overall the storyline was very well constructed, and thoroughly meant for entertainment.Aging 'The Jungle'In the fourth paragraph I will be telling you if this movie is for kids or not. First we will start with the violence in the film. Obviously there are explosions, gunfire, evil animals and other maybe scary stuff that will affect the younger kids, but for the older ones it is no problem. Next we have the bad language scattered in the film. There are some uses of ass, s..t, hell, damn and one use of boob, but nothing to strong for older kids and is very normal for these kinds of action films. Last but not least we have the sexuality in the movie. There is one reference of erection, tons of flirting and mentions of kissing, one character does have a skimpy outfit and some mild stuff about being good-looking. Overall there is action type violence, some scares, mild uses of language and yes, some sexuality. Based on this information I give the film an age rating of 10+."
"277",4,"  SURPRISINGLY good entertainment.. you will not stop laughing."
"278",4.5,"  A really funny and interesting movie, Its a really good movie to watched in family,but it somethings contains some lame jokes.Sorry"
"279",4.5,"  Dwayne johnson & jack black are awesome in this film"
"280",0.5,"  THIS MOVIE IS SO BAD. HAS NOTHING FROM THE ORIGINAL AND THE HOLE NEW STORY WAS SO BAD."
"281",4.5,"  'Jumanji: Welcome to the Jungle' is such a fun movie! The cast of Dwayne Johnson, Jack Black, Kevin Hart and Karen Gillan are all amazing in this movie and work so well together. The movie is also very funny and entertaining."
"282",4,"  Solid 9/10 fun. Loved the different character theme and homage to original film. Great time, ate the whole tub of popcorn!"
"283",5,"  A great rendition of the classic!"
"284",5,"  Loved it. Can't say much more other than it really exceeded my expectations."
"285",4,"  I expected to hate it...I expected it to be like the first and really boring, it was inventive, amusing and enjoyable. Cheesy, but still a easy and enjoyable watch!"
"286",4.5,"  A very funny movie with cool effects and a cool concept."
"287",4.5,"  Movie was pure fun. Enjoyable to watch and just as fun as the original. Not meant to replace, just an addition to the imagination of the idea and story. Loved it."
"288",1.5,"  This new story killed the original Jumanji. It is all again the same American values, guy likes girl, girl like guy. I am so tired, bored and disappointed that the US only sells the same story over and over again. Holiwood wake up, don't be afraid to explore other ways to express your society thoughts. Look at Guillermo del Toro movies. He is a genious. He brings imagination back to live. Jumanji supposed to be with animals being the center of the attention and the director just turned the story into an American loving cheese story again. Boring boring boring. I wish I can get back my 1hr of life after wasting it churching this movie."
"289",4,"  Very fun movie! The interaction between Kevin Hart and the Rock is great. Perfect movie for a date or with the family. I would recommend it."
"290",5,"  I can't believe I liked it. I thought it would be a lame reboot but it wasn't."
"291",5,"  Great movie, was laughing my ass off the whole time. Definitely one of the best comedy's i've seen in a long time. Would definitely recommend"
"292",5,"  I haven't laughed so much in a long time, especially Jack Black was amazing as a girly teenager and helped to remember that deep inside the adventurer were other characters.It also showed off the type off video games nowadays are popular."
"293",4,"  A thoroughly enjoyable if not a tad shallow comedy flick that is fun from start to finish."
"294",4.5,"  Jumanji was hilarious and well made. Although the plot veered slightly with the appearance of Nick Jonas' Alex, the movie kept me engaged throughout. The characters were lovable and their conflicts felt real. Good movie overall."
"295",3.5,"  It was a refreshing family movie. Bringing back an updated twist to the original movie."
"296",2.5,"  An OK film that doesn't come close to filling the shoes of the original."
"297",2.5,"  It was hilarious, but I'm giving it 2.5 stars simply for the excessive cursing in a movie aimed towards kids."
"298",2,"  Def not as good as first one. Disappointing."
"299",5,"  This a worthy movie as a sequel to the original. It is funny, fun and has a great plot and storyline. Go see."
"300",5,"  Great movie with links to the original. Glad we watched it as it was full of laughs. A must see"
"301",2,"  Pathetic. The dialog was so cheesy."
"302",4,"  Definitely funny and action-packed to boot, Jumanji: Welcome To The Jungle takes its source material to fresh and entertaining levels with its talented cast--including Dwayne Johnson, Jack Black and Kevin Hart--who give terrific and hilarious performances."
"303",3,"  In the end its just another solid comedy.But to be fair is has a good cast and some pretty funny scenes."
"304",4.5,"  It's been a very long time since I could sit through an entire movie and not hear someone laughing. I was a bit skeptical going into this movie but after 2 unsuccessful attempts to watch this movie (the previous two being sold out during weeks 4 and 5), I was finally able to reveal at the pure magic this movie brought to the audience. I very much enjoyed the tribute to Alan Perish... as a child I could only imagine what it was like stuck in the game and now we finally get to witness it."
"305",4,"  Funny with action. Im sure Robin Williams would have love it."
"306",2,"  Kevin Hart,. is the star of this movie. The guy is just pure funny. But See the original movie with Robin Williams,, you will see the difference."
"307",4.5,"  Love it. Great movie for the kids as well. Jack Black is perfect in his roll."
"308",4,"  If you like cute, you'll like Jumanji. No thrills, no chills, just a few smiles. If you can't get into the game, then it's over. Somebody's going to die! I liked Game Night better, but Dwayne needs to make a movie a month so.....here you go. For an $8 ticket, you'll get $8 worth of entertainment."
"309",5,"  A seemingly casual game that teachers teenagers that looks and popularity shouldn't be their main focus. Also really entertaining with a great cast."
"310",4,"  Absolutely worth seeing, very funny a good family outing to the movies."
"311",4.5,"  Mindless fun, and the ""smolder"" haha. I was pleasantly surprised with how good this movie turned out. its fun start to finish. My only complaint is that it starts to veere into what could have been some serious right in the feels stuff in the 3rd act, and then pulls its punch to gut at the last second."
"312",4,"  Surprisingly hilarious"
"313",4.5,"  Perfect family entertainment!"
"314",4,"  Saw Jumanji about a week after the Last Jedi. Talk about shattered expectations. I was hoping to be blown away by how good Jedi would be and didn't expect much for Jumanji. Jumanji ended up being the better movie by far. It was funny (deliberately) and enjoyable. The story and plot were actually more believable than that other Christmas movie (jedi)."
"315",2.5,"  A so-so remake. A little too silly for adult entertainment. However there were some interesting twists and turns, especially with the character Martha and Bethany. Good counter-traits. The other guys were kind of ho-hum, or pretty much what you'd expect."
"316",2.5,"  Scary concept that makes for a good adventure. Would?ve added half a star if the ?trans? message wasn?t so blatant. Not a fan of the ?empower the underdog teenager? idea ? it definitely wasn?t carried across well."
"317",4,"  FUN MOVIE FOR OLD LIKE ME AND MY TEENAGERS"
"318",3,"  In general, Jumanji is a good movie. It's an overall positive experience. It has very funny moments and the character development is very well done. You feel for them and can relate. However, there is nothing super special about Jumanji. 60%"
"319",3,"  I'm not impressed by the recreation, especially when characters are handed specific plot keys, and without them Dwayne probably would have been punching trees. I guess I'm just not used to this extra body part."
"320",4.5,"  I was not excited to see this based on the original, but this movie is one of my favorites in the last 4 years. Very well done, good story, and good humor."
"321",3.5,"  No Substance, but a fun romp that doesn't overstay it's welcome."
"322",2.5,"  The teenage main characters' personalities seem penned-in with little integrity, depicting basic personas in equality with the acting capabilities. As the movie unwraps, the performance improves along with dialogue and plot focus, making this film a nice updated and unique remake of the original. However, in comparison with the Robin Williams version it still lacks substance as the characters are never really introduced with any significance, which leads to a seeming lack of both loyal and empathetic depth. Despite this, the characters still display honourable duties to each other, overcome personal and socio issues, and subtly highlight dangers of phone/technology addiction, with the ironic twist of being trapped inside a computer game. All in all a great piece of comic relief."
"323",4.5,"  This was a fun movie. good structure, good characterization. The reboot was plausible and having the actors have to play characters that were avatars of teenagers created an element to the story that was hilarious."
"324",4,"  72/100El mayor triunfo de ""Jumanji 2: Welcome to the Jungle"" es que no termino siendo el desprop�sito que todos esperaban, y es que ciertamente nadie pidió esta secuela de la original de 1995, pero parece que todos están muy agradecidos con esta, y es que en términos generales, la película es buena y disfrutable, aunque no tanto como la opinión generalizada del público te puede hacer creer, y es que todos sus elementos (reparto, dirección, guion, diseño de producción, etc.) son correctos y en cierta medida satisfactorios, aunque para un servidor, la película no termina de relucir y sacar provecho de ellos, logrando ser una película blanda y normalita (y ya ni se diga que es predecible), aun cuando la actuación de Jack Black sea muy divertida de ver."
"325",4,"  the whole family had a blast! It isn't a good movie or anything, but it is just played over the top by the adult cast - it was hilarious! There were a couple of scenes I burst out laughing in the theater.The villain was dumb, the child actors were not great, the plot was kinda dumb - reminiscent of the 1995 Jumanji movie I can only vaguely recall. But this has the Rock so who cares? (although San Andreas was REALLY hard to watch - bad Rock - BAD!)."
"326",5,"  This Movie is one of the funniest movies of 2017. I really liked Kevin Hart's Character in this movie his character is one of the funniest characters in this movie."
"327",2.5,"  This was a terrible movie. I still don't trust my neighbor for saying I would enjoy it!"
"328",4,"  Loved this movie and loved how they still payed respect to the original, along with updating it for all the kids who play video games now."
"329",4,"  It's not trying to be anything more then its own stand alone film. Which is good! It's not trying to replace the original and instead plays a pleasant tribute to it"
"330",4.5,"  It is a very good fun family movie. Got me to laugh and enjoyed the movie for what it is, a fun comedy action movie."
"331",3.5,"  First half is super funny and the second half is too serious."
"332",4.5,"  Exciting, funny, clever! Jumanji: Welcome to the Jungle is well made and a great film! I highly recommend it! The only thing keeping it from me giving it a five star review is excess innuendo. Besides that, it was pure awesomeness!"
"333",4.5,"  Not the best remake, but very entertaining"
"334",4,"  Good film much more enjoyable than the Satr Wars rubbish that was on at the same time."
"335",3.5,"  A fun romp, not groundbreaking, but certainly 2 hours well spent laughing."
"336",4,"  Surprisingly decent. I liked the tongue in cheek humour and the nod to the original movie. The cast have a brilliant chemistry and it was they that really made this movie something worth watching."
"337",3,"  Exceptionally hilarious and enjoyable movie. Don't see it for some compelling story, this is just a lighthearted good time."
"338",4.5,"  Very good film, packed with funny moments and a pretty good story"
"339",4.5,"  It was a funny movie"
"340",4,"  Action and laughter make for a nice night at the movies"
"341",3,"  Fun movie to watch with friends, mediocre all around. The humor is what you'd expect. Generic story, predictable at times, but can get a laugh every once in a while. The video game aspect of it left a lot to be desired. Unarguably the best part about it is Jack Black, but that's the only thing that shines from this movie."
"342",3.5,"  Stupid but fun. That basically sums it up"
"343",4.5,"  Didn't have high expectations. It was actually funny."
"344",5,"  Super good and funny!"
"345",3,"  this went from ""really a Jumanji remake?"" to ""you know I wouldnt mind seeing a sequel"" The Rock manages to respect the original yet completely reskin it and it almost feels like a completely different franchise"
"346",4,"  Hilarious!! Awesome fun movie!"
"347",4.5,"  Jumanji was so funny and entertanin. You will just fall for some of the charecters in theis movie. I highly recomed it to more macher vewier and not littel kids of inapraprit people. It is avery good movie to wach with freind of family."
"348",1.5,"  Not a kid-friendly movie unless you want your kids to see predictable sexual innuendoes. The movie fell flat and was a missed opportunity to pay more detail to the story and cut out the simplistic slapstick humor.It's mildly funny. Looking back I'm not sure if would even Redbox it though."
"349",4.5,"  Glad I went to see this, I almost didn't but I made the right decision. So humorous!"
"350",3,"  Light drama with a cheesy stereotypical love story and a lovely comedy with the Iconic Kevin Hart, but it wasn't the best film, I think 3 stars is best for this film."
"351",5,"  Great action adventure and comedy"
"352",4,"  way better than I was expecting it to be. everyone in it legitimately made me laugh a lot, specially jack black"
"353",5,"  One of Karen's best movies :D"
"354",5,"  Great movie, brilliant actors, amazing cinematography, & I thought it was very well written."
"355",4.5,"  Sequels don't normally work, but jumanji wttj totally worked. Quite possible better than the first film at least to me it was."
"356",4.5,"  I really liked this movie. Acting was great and the nodes to the original movie were fantastic! Great movie for video game fans!"
"357",3.5,"  A fan of the original, I was skeptical about the remake. It turned out to be a fun little romp for the eleven year old and myself to take in together."
"358",5,"  absolutely funny film."
"359",3,"  was just alright just lacking a bit"
"360",3,"  It's the comedy that makes this movie great. As a huge fan of The Rock & Kevin Hart, it's not possible to not have a good time. But it can be really cheesy and corny at times, reminds me of a Disney movie. But that's why it works for everyone."
"361",5,"  Truly one of 2017's most fun and entertaining movies. Hilarious cast, great premise, & one of henry jackman's best scores."
"362",4.5,"  Hilarious. One of the funniest movies I've seen in recent history."
"363",4.5,"  Surprisingly amusing and entertaining. Light-hearted fun, and love the tongue-in-cheek criticism of society in general. Watch and enjoy."
"364",4,"  This was a pretty fun show. Definitely exceeded my expectations. One of the funniest movies I've seen in a while!"
"365",3.5,"  More enjoyable than the first one, but still surprised it was so huge."
"366",4.5,"  Great fun movie. What an adventure and blast from the past.Good Actor chemistry."
"367",4.5,"  This was one of the most fun times that I have had at the movies. Jack Black plays a better teenage girl than an actual teenage girl could have. He was probably the highlight of the film. The jokes in this movie landed every time. The entire cast does great and plays really well off each other. Its just a very fun movie and I highly recommend it to anyone who likes fun."
"368",5,"  What a great movie! Fun, entertaining and funny! I didn't go in expecting much but was surprised! A must see movie for the whole family!"
"369",5,"  I loved jumanji welcome to the jugle. Nice casting"
